country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Austria,AT,2020-05,25-49yr,NA,3002329,NA,TESSy COVID-19
Austria,AT,2020-06,25-49yr,NA,3002329,NA,TESSy COVID-19
Austria,AT,2020-07,25-49yr,NA,3002329,NA,TESSy COVID-19
Austria,AT,2020-08,25-49yr,NA,3002329,NA,TESSy COVID-19
Austria,AT,2020-09,25-49yr,5,3002329,NA,TESSy COVID-19
Austria,AT,2020-10,25-49yr,53,3002329,1.9318335865256606,TESSy COVID-19
Austria,AT,2020-11,25-49yr,410,3002329,15.421361216575532,TESSy COVID-19
Austria,AT,2020-12,25-49yr,1189,3002329,53.25865353197468,TESSy COVID-19
Austria,AT,2020-13,25-49yr,1891,3002329,102.58702493963852,TESSy COVID-19
Austria,AT,2020-14,25-49yr,1094,3002329,99.42281475481201,TESSy COVID-19
Austria,AT,2020-15,25-49yr,597,3002329,56.32294128991193,TESSy COVID-19
Austria,AT,2020-16,25-49yr,217,3002329,27.112285162618754,TESSy COVID-19
Austria,AT,2020-17,25-49yr,161,3002329,12.590225788046547,TESSy COVID-19
Austria,AT,2020-18,25-49yr,127,3002329,9.592552981368797,TESSy COVID-19
Austria,AT,2020-19,25-49yr,108,3002329,7.827256772991901,TESSy COVID-19
Austria,AT,2020-20,25-49yr,169,3002329,9.226170749441517,TESSy COVID-19
Austria,AT,2020-21,25-49yr,127,3002329,9.859012786406819,TESSy COVID-19
Austria,AT,2020-22,25-49yr,89,3002329,7.194414736026598,TESSy COVID-19
Austria,AT,2020-23,25-49yr,93,3002329,6.061960564615004,TESSy COVID-19
Austria,AT,2020-24,25-49yr,64,3002329,5.229273673871185,TESSy COVID-19
Austria,AT,2020-25,25-49yr,87,3002329,5.029428820092668,TESSy COVID-19
Austria,AT,2020-26,25-49yr,172,3002329,8.626636188105968,TESSy COVID-19
Austria,AT,2020-27,25-49yr,297,3002329,15.621206070354049,TESSy COVID-19
Austria,AT,2020-28,25-49yr,282,3002329,19.285028389626852,TESSy COVID-19
Austria,AT,2020-29,25-49yr,333,3002329,20.484097512297954,TESSy COVID-19
Austria,AT,2020-30,25-49yr,336,3002329,22.2827011963046,TESSy COVID-19
Austria,AT,2020-31,25-49yr,320,3002329,21.849704013117815,TESSy COVID-19
Austria,AT,2020-32,25-49yr,300,3002329,20.650634890446717,TESSy COVID-19
Austria,AT,2020-33,25-49yr,568,3002329,28.910888846625404,TESSy COVID-19
Austria,AT,2020-34,25-49yr,837,3002329,46.797003259802636,TESSy COVID-19
Austria,AT,2020-35,25-49yr,854,3002329,56.32294128991193,TESSy COVID-19
Austria,AT,2020-36,25-49yr,982,3002329,61.152525256226085,TESSy COVID-19
Austria,AT,2020-37,25-49yr,1710,3002329,89.66372439529445,TESSy COVID-19
Austria,AT,2020-38,25-49yr,2190,3002329,129.8991549560358,TESSy COVID-19
Austria,AT,2020-39,25-49yr,1975,3002329,138.72563599792028,TESSy COVID-19
Austria,AT,2020-40,25-49yr,2328,3002329,143.32206763482617,TESSy COVID-19
Austria,AT,2020-41,25-49yr,2872,3002329,173.1988732747144,TESSy COVID-19
Austria,AT,2020-42,25-49yr,3798,3002329,222.16086245045096,TESSy COVID-19
Austria,AT,2020-43,25-49yr,7210,3002329,366.64869173231847,TESSy COVID-19
Austria,AT,2020-44,25-49yr,12680,3002329,662.4856902757825,TESSy COVID-19
Austria,AT,2020-45,25-49yr,18169,3002329,1027.502315702243,TESSy COVID-19
Austria,AT,2020-46,25-49yr,18962,3002329,1236.73987760835,TESSy COVID-19
Austria,AT,2020-47,25-49yr,16243,3002329,1172.5896795454462,TESSy COVID-19
Austria,AT,2020-48,25-49yr,12367,3002329,952.9268777672268,TESSy COVID-19
Austria,AT,2020-49,25-49yr,8989,3002329,711.3144495490001,TESSy COVID-19
Austria,AT,2020-50,25-49yr,6950,3002329,530.8878540626293,TESSy COVID-19
Austria,AT,2020-51,25-49yr,5515,3002329,415.17768372486825,TESSy COVID-19
Austria,AT,2020-52,25-49yr,5129,3002329,354.5247706030885,TESSy COVID-19
Austria,AT,2020-53,25-49yr,5754,3002329,362.48525727859936,TESSy COVID-19
Austria,AT,2021-01,25-49yr,5529,3002329,375.80824753050047,TESSy COVID-19
Austria,AT,2021-02,25-49yr,4114,3002329,321.18398749770597,TESSy COVID-19
Austria,AT,2021-03,25-49yr,3886,3002329,266.4598050380221,TESSy COVID-19
Austria,AT,2021-04,25-49yr,3658,3002329,251.2715961508549,TESSy COVID-19
Austria,AT,2021-05,25-49yr,3589,3002329,241.3792758888183,TESSy COVID-19
Austria,AT,2021-06,25-49yr,3704,3002329,242.91141976778695,TESSy COVID-19
Austria,AT,2021-07,25-49yr,4557,3002329,275.1530561773876,TESSy COVID-19
Austria,AT,2021-08,25-49yr,5607,3002329,338.53718230080716,TESSy COVID-19
Austria,AT,2021-09,25-49yr,6414,3002329,400.38916454525804,TESSy COVID-19
Austria,AT,2021-10,25-49yr,7148,3002329,451.71598449070706,TESSy COVID-19
Austria,AT,2021-11,25-49yr,8340,3002329,515.8661825536109,TESSy COVID-19
Austria,AT,2021-12,25-49yr,8748,3002329,569.1581435612153,TESSy COVID-19
Austria,AT,2021-13,25-49yr,8444,3002329,572.6221210267096,TESSy COVID-19
Austria,AT,2021-14,25-49yr,7182,3002329,520.4626141905168,TESSy COVID-19
Austria,AT,2021-15,25-49yr,6641,3002329,460.40923563007254,TESSy COVID-19
Austria,AT,2021-16,25-49yr,6128,3002329,425.3031563163131,TESSy COVID-19
Austria,AT,2021-17,25-49yr,5034,3002329,371.7780429793004,TESSy COVID-19
Austria,AT,2021-18,25-49yr,3548,3002329,285.8447558545383,TESSy COVID-19
Austria,AT,2021-19,25-49yr,2302,3002329,194.8487324340537,TESSy COVID-19
Austria,AT,2021-20,25-49yr,1678,3002329,132.56375300641602,TESSy COVID-19
Austria,AT,2021-21,25-49yr,1224,3002329,96.65829427754254,TESSy COVID-19
Austria,AT,2021-22,25-49yr,967,3002329,72.97667910478832,TESSy COVID-19
Austria,AT,2021-23,25-49yr,685,3002329,55.023949740351576,TESSy COVID-19
Austria,AT,2021-24,25-49yr,409,3002329,36.438378338949526,TESSy COVID-19
Austria,AT,2021-25,25-49yr,264,3002329,22.415931098823613,TESSy COVID-19
Austria,AT,2021-26,25-49yr,240,3002329,16.786967717395395,TESSy COVID-19
Austria,AT,2021-27,25-49yr,393,3002329,21.083632073633503,TESSy COVID-19
Austria,AT,2021-28,25-49yr,819,3002329,40.368660463260355,TESSy COVID-19
Austria,AT,2021-29,25-49yr,1014,3002329,61.05260282933683,TESSy COVID-19
Austria,AT,2021-30,25-49yr,1333,3002329,78.17264530302975,TESSy COVID-19
Austria,AT,2021-31,25-49yr,1537,3002329,95.59245505739045,TESSy COVID-19
Austria,AT,2021-32,25-49yr,2498,3002329,134.39566416605243,TESSy COVID-19
Austria,AT,2021-33,25-49yr,3443,3002329,197.8797127163612,TESSy COVID-19
Austria,AT,2021-34,25-49yr,4094,3002329,251.0384438214466,TESSy COVID-19
Austria,AT,2021-35,25-49yr,4683,3002329,292.33971360234005,TESSy COVID-19
Austria,AT,2021-36,25-49yr,5539,3002329,340.4690158873328,TESSy COVID-19
Austria,AT,2021-37,25-49yr,5266,3002329,359.88727417947865,TESSy COVID-19
Austria,AT,2021-38,25-49yr,4534,3002329,326.4132611715771,TESSy COVID-19
Austria,AT,2021-39,25-49yr,4884,3002329,313.68980548101155,TESSy COVID-19
Austria,AT,2021-40,25-49yr,4906,3002329,326.0801864152796,TESSy COVID-19
Austria,AT,2021-41,25-49yr,5702,3002329,353.32570148041737,TESSy COVID-19
Austria,AT,2021-42,25-49yr,8569,3002329,475.33098471220177,TESSy COVID-19
Austria,AT,2021-43,25-49yr,13425,3002329,732.5646190007824,TESSy COVID-19
Austria,AT,2021-44,25-49yr,21847,3002329,1174.8212804126397,TESSy COVID-19
Austria,AT,2021-45,25-49yr,31117,3002329,1764.0971392542256,TESSy COVID-19
Austria,AT,2021-46,25-49yr,37624,3002329,2289.589182264835,TESSy COVID-19
Austria,AT,2021-47,25-49yr,32355,3002329,2330.823837094469,TESSy COVID-19
Austria,AT,2021-48,25-49yr,20462,3002329,1759.200940336652,TESSy COVID-19
Austria,AT,2021-49,25-49yr,12256,3002329,1089.753987654251,TESSy COVID-19
Austria,AT,2021-50,25-49yr,8040,3002329,676.0085253814622,TESSy COVID-19
Austria,AT,2021-51,25-49yr,6424,3002329,481.75932750874404,TESSy COVID-19
Austria,AT,2021-52,25-49yr,10553,3002329,565.4610137663127,TESSy COVID-19
Austria,AT,2022-01,25-49yr,28827,3002329,1311.648390299664,TESSy COVID-19
Austria,AT,2022-02,25-49yr,49211,3002329,2599.2487831946464,TESSy COVID-19
Austria,AT,2022-03,25-49yr,77656,3002329,4225.619510719845,TESSy COVID-19
Austria,AT,2022-04,25-49yr,100177,3002329,5923.168313665824,TESSy COVID-19
Austria,AT,2022-05,25-49yr,100981,3002329,6700.065182729807,TESSy COVID-19
Austria,AT,2022-06,25-49yr,90683,3002329,6383.844009100934,TESSy COVID-19
Austria,AT,2022-07,25-49yr,79345,3002329,5663.203466375604,TESSy COVID-19
Austria,AT,2022-08,25-49yr,73955,3002329,5106.036014041099,TESSy COVID-19
Austria,AT,2022-09,25-49yr,85046,3002329,5295.92193260632,TESSy COVID-19
Austria,AT,2022-10,25-49yr,115740,3002329,6687.67480179554,TESSy COVID-19
Austria,AT,2022-11,25-49yr,124078,3002329,7987.732190576049,TESSy COVID-19
Austria,AT,2022-12,25-49yr,97203,3002329,7370.311514827323,TESSy COVID-19
Austria,AT,2022-13,25-49yr,58362,3002329,5181.477446342489,TESSy COVID-19
Austria,AT,2022-14,25-49yr,37271,3002329,3185.2938169001463,TESSy COVID-19
Austria,AT,2022-15,25-49yr,25153,3002329,2079.1858587116867,TESSy COVID-19
Austria,AT,2022-16,25-49yr,18831,3002329,1464.9960080990459,TESSy COVID-19
Austria,AT,2022-17,25-49yr,15682,3002329,1149.5409064096573,TESSy COVID-19
Austria,AT,2022-18,25-49yr,14286,3002329,998.158429672431,TESSy COVID-19
Austria,AT,2022-19,25-49yr,11315,3002329,852.7046835973006,TESSy COVID-19
Austria,AT,2022-20,25-49yr,7495,3002329,626.5136165956495,TESSy COVID-19
Austria,AT,2022-21,25-49yr,5957,3002329,448.05216217143425,TESSy COVID-19
Austria,AT,2022-22,25-49yr,8062,3002329,466.93750085350405,TESSy COVID-19
Austria,AT,2022-23,25-49yr,10730,3002329,625.914082034314,TESSy COVID-19
Austria,AT,2022-24,25-49yr,18018,3002329,957.5233094041326,TESSy COVID-19
Austria,AT,2022-25,25-49yr,25916,3002329,1463.3306343175582,TESSy COVID-19
Austria,AT,2022-26,25-49yr,29426,3002329,1843.3023163017776,TESSy COVID-19
Austria,AT,2022-27,25-49yr,31161,3002329,2018.000025979831,TESSy COVID-19
Austria,AT,2022-28,25-49yr,35793,3002329,2230.0687233144668,TESSy COVID-19
Austria,AT,2022-29,25-49yr,33818,3002329,2318.56668606272,TESSy COVID-19
Austria,AT,2022-30,25-49yr,22703,3002329,1882.5718300692563,TESSy COVID-19
Austria,AT,2022-31,25-49yr,18568,3002329,1374.6328267155266,TESSy COVID-19
Austria,AT,2022-32,25-49yr,16857,3002329,1179.917324183992,TESSy COVID-19
Austria,AT,2022-33,25-49yr,16572,3002329,1113.4356028270054,TESSy COVID-19
Austria,AT,2022-34,25-49yr,14121,3002329,1022.3063495040017,TESSy COVID-19
Austria,AT,2022-35,25-49yr,12445,3002329,884.8463975800121,TESSy COVID-19
Austria,AT,2022-36,25-49yr,11829,3002329,808.5056634366188,TESSy COVID-19
Austria,AT,2022-37,25-49yr,14577,3002329,879.5172014792516,TESSy COVID-19
Austria,AT,2022-38,25-49yr,20698,3002329,1174.9212028395289,TESSy COVID-19
Austria,AT,2022-39,25-49yr,32967,3002329,1787.4456796706822,TESSy COVID-19
Austria,AT,2022-40,25-49yr,38120,3002329,2367.728520092235,TESSy COVID-19
Austria,AT,2022-41,25-49yr,32599,3002329,2355.4713690604863,TESSy COVID-19
Austria,AT,2022-42,25-49yr,21514,3002329,1802.3674287528115,TESSy COVID-19
Austria,AT,2022-43,25-49yr,13896,3002329,1179.4177120495456,TESSy COVID-19
Austria,AT,2022-44,25-49yr,11464,3002329,844.6775819705302,TESSy COVID-19
Austria,AT,2022-45,25-49yr,9581,3002329,700.9558246281471,TESSy COVID-19
Austria,AT,2022-46,25-49yr,10712,3002329,675.908602954573,TESSy COVID-19
Austria,AT,2022-47,25-49yr,12101,3002329,759.84344154155,TESSy COVID-19
Austria,AT,2022-48,25-49yr,13425,3002329,850.2066229250692,TESSy COVID-19
Austria,AT,2022-49,25-49yr,13515,3002329,897.3033934655396,TESSy COVID-19
Austria,AT,2022-50,25-49yr,14240,3002329,924.4489861037881,TESSy COVID-19
Austria,AT,2022-51,25-49yr,12971,3002329,906.3297193612026,TESSy COVID-19
Austria,AT,2022-52,25-49yr,9412,3002329,745.5212270207562,TESSy COVID-19
Austria,AT,2023-01,25-49yr,7295,3002329,556.4679953462795,TESSy COVID-19
Austria,AT,2023-02,25-49yr,5795,3002329,435.9948559934637,TESSy COVID-19
Austria,AT,2023-03,25-49yr,5730,3002329,383.86865663290064,TESSy COVID-19
Austria,AT,2023-04,25-49yr,8384,3002329,470.10171103833056,TESSy COVID-19
Austria,AT,2023-05,25-49yr,11512,3002329,662.6855351295611,TESSy COVID-19
Austria,AT,2023-06,25-49yr,12444,3002329,797.9138861863573,TESSy COVID-19
Austria,AT,2023-07,25-49yr,14769,3002329,906.396334312462,TESSy COVID-19
Austria,AT,2023-08,25-49yr,16249,3002329,1033.1312790836714,TESSy COVID-19
Austria,AT,2023-09,25-49yr,15814,3002329,1067.937591116763,TESSy COVID-19
Austria,AT,2020-01,50-64yr,NA,1986578,NA,TESSy COVID-19
Austria,AT,2020-02,50-64yr,NA,1986578,NA,TESSy COVID-19
Austria,AT,2020-03,50-64yr,NA,1986578,NA,TESSy COVID-19
Austria,AT,2020-04,50-64yr,NA,1986578,NA,TESSy COVID-19
Austria,AT,2020-05,50-64yr,NA,1986578,NA,TESSy COVID-19
Austria,AT,2020-06,50-64yr,NA,1986578,NA,TESSy COVID-19
Austria,AT,2020-07,50-64yr,NA,1986578,NA,TESSy COVID-19
Austria,AT,2020-08,50-64yr,NA,1986578,NA,TESSy COVID-19
Austria,AT,2020-09,50-64yr,2,1986578,NA,TESSy COVID-19
Austria,AT,2020-10,50-64yr,22,1986578,1.2081076101718633,TESSy COVID-19
Austria,AT,2020-11,50-64yr,237,1986578,13.037494626438026,TESSy COVID-19
Austria,AT,2020-12,50-64yr,931,1986578,58.79457036169735,TESSy COVID-19
Austria,AT,2020-13,50-64yr,1527,1986578,123.730354408435,TESSy COVID-19
Austria,AT,2020-14,50-64yr,845,1986578,119.4013021386525,TESSy COVID-19
Austria,AT,2020-15,50-64yr,519,1986578,68.66078251143423,TESSy COVID-19
Austria,AT,2020-16,50-64yr,136,1986578,32.97127019427377,TESSy COVID-19
Austria,AT,2020-17,50-64yr,95,1986578,11.628035747904185,TESSy COVID-19
Austria,AT,2020-18,50-64yr,56,1986578,7.601010380664641,TESSy COVID-19
Austria,AT,2020-19,50-64yr,64,1986578,6.0405380508593165,TESSy COVID-19
Austria,AT,2020-20,50-64yr,65,1986578,6.493578404673766,TESSy COVID-19
Austria,AT,2020-21,50-64yr,48,1986578,5.6881733312258564,TESSy COVID-19
Austria,AT,2020-22,50-64yr,43,1986578,4.580741355234982,TESSy COVID-19
Austria,AT,2020-23,50-64yr,46,1986578,4.480065721053993,TESSy COVID-19
Austria,AT,2020-24,50-64yr,31,1986578,3.8760119159680615,TESSy COVID-19
Austria,AT,2020-25,50-64yr,50,1986578,4.077363184330039,TESSy COVID-19
Austria,AT,2020-26,50-64yr,45,1986578,4.782092623596959,TESSy COVID-19
Austria,AT,2020-27,50-64yr,102,1986578,7.399659112302663,TESSy COVID-19
Austria,AT,2020-28,50-64yr,89,1986578,9.614523064284413,TESSy COVID-19
Austria,AT,2020-29,50-64yr,159,1986578,12.483778638442589,TESSy COVID-19
Austria,AT,2020-30,50-64yr,153,1986578,15.705398932234225,TESSy COVID-19
Austria,AT,2020-31,50-64yr,131,1986578,14.295940053700383,TESSy COVID-19
Austria,AT,2020-32,50-64yr,127,1986578,12.987156809347532,TESSy COVID-19
Austria,AT,2020-33,50-64yr,153,1986578,14.094588785338406,TESSy COVID-19
Austria,AT,2020-34,50-64yr,211,1986578,18.322965420939926,TESSy COVID-19
Austria,AT,2020-35,50-64yr,285,1986578,24.967557276885177,TESSy COVID-19
Austria,AT,2020-36,50-64yr,384,1986578,33.67599963354069,TESSy COVID-19
Austria,AT,2020-37,50-64yr,645,1986578,51.79761378611864,TESSy COVID-19
Austria,AT,2020-38,50-64yr,825,1986578,73.99659112302663,TESSy COVID-19
Austria,AT,2020-39,50-64yr,811,1986578,82.35266876004869,TESSy COVID-19
Austria,AT,2020-40,50-64yr,1059,1986578,94.13171795922436,TESSy COVID-19
Austria,AT,2020-41,50-64yr,1485,1986578,128.05940667821753,TESSy COVID-19
Austria,AT,2020-42,50-64yr,2121,1986578,181.51816842832247,TESSy COVID-19
Austria,AT,2020-43,50-64yr,4002,1986578,308.2184540450966,TESSy COVID-19
Austria,AT,2020-44,50-64yr,7433,1986578,575.6129384298024,TESSy COVID-19
Austria,AT,2020-45,50-64yr,11019,1986578,928.833400953801,TESSy COVID-19
Austria,AT,2020-46,50-64yr,11843,1986578,1150.823174322881,TESSy COVID-19
Austria,AT,2020-47,50-64yr,9876,1986578,1093.287049388446,TESSy COVID-19
Austria,AT,2020-48,50-64yr,7370,1986578,868.1259935426648,TESSy COVID-19
Austria,AT,2020-49,50-64yr,5447,1986578,645.1798016488656,TESSy COVID-19
Austria,AT,2020-50,50-64yr,4542,1986578,502.8244549169476,TESSy COVID-19
Austria,AT,2020-51,50-64yr,3333,1986578,396.41030958764264,TESSy COVID-19
Austria,AT,2020-52,50-64yr,3201,1986578,328.9072968692898,TESSy COVID-19
Austria,AT,2020-53,50-64yr,3488,1986578,336.7096585183164,TESSy COVID-19
Austria,AT,2021-01,50-64yr,3462,1986578,349.8478287789354,TESSy COVID-19
Austria,AT,2021-02,50-64yr,2538,1986578,302.02690254296584,TESSy COVID-19
Austria,AT,2021-03,50-64yr,2345,1986578,245.7995608528837,TESSy COVID-19
Austria,AT,2021-04,50-64yr,2211,1986578,229.33909466429208,TESSy COVID-19
Austria,AT,2021-05,50-64yr,2122,1986578,218.11376145311183,TESSy COVID-19
Austria,AT,2021-06,50-64yr,2173,1986578,216.20092440367304,TESSy COVID-19
Austria,AT,2021-07,50-64yr,2434,1986578,231.90632333590727,TESSy COVID-19
Austria,AT,2021-08,50-64yr,2914,1986578,269.20664579996355,TESSy COVID-19
Austria,AT,2021-09,50-64yr,3310,1986578,313.30257357123656,TESSy COVID-19
Austria,AT,2021-10,50-64yr,3714,1986578,353.572827243632,TESSy COVID-19
Austria,AT,2021-11,50-64yr,4350,1986578,405.9241570177461,TESSy COVID-19
Austria,AT,2021-12,50-64yr,4617,1986578,451.3792058504624,TESSy COVID-19
Austria,AT,2021-13,50-64yr,4460,1986578,456.9163657304168,TESSy COVID-19
Austria,AT,2021-14,50-64yr,3689,1986578,410.2028714704381,TESSy COVID-19
Austria,AT,2021-15,50-64yr,3302,1986578,351.9116792796457,TESSy COVID-19
Austria,AT,2021-16,50-64yr,2901,1986578,312.2454794123362,TESSy COVID-19
Austria,AT,2021-17,50-64yr,2374,1986578,265.5319851523575,TESSy COVID-19
Austria,AT,2021-18,50-64yr,1734,1986578,206.7877526077506,TESSy COVID-19
Austria,AT,2021-19,50-64yr,1065,1986578,140.89555003629357,TESSy COVID-19
Austria,AT,2021-20,50-64yr,687,1986578,88.19185554254602,TESSy COVID-19
Austria,AT,2021-21,50-64yr,564,1986578,62.97260918020838,TESSy COVID-19
Austria,AT,2021-22,50-64yr,345,1986578,45.75707573525933,TESSy COVID-19
Austria,AT,2021-23,50-64yr,234,1986578,29.145596095396204,TESSy COVID-19
Austria,AT,2021-24,50-64yr,114,1986578,17.51756034749202,TESSy COVID-19
Austria,AT,2021-25,50-64yr,63,1986578,8.909793625017493,TESSy COVID-19
Austria,AT,2021-26,50-64yr,69,1986578,6.644591855945248,TESSy COVID-19
Austria,AT,2021-27,50-64yr,100,1986578,8.507091088293539,TESSy COVID-19
Austria,AT,2021-28,50-64yr,193,1986578,14.748980407514832,TESSy COVID-19
Austria,AT,2021-29,50-64yr,263,1986578,22.954044593265404,TESSy COVID-19
Austria,AT,2021-30,50-64yr,298,1986578,28.239515387767305,TESSy COVID-19
Austria,AT,2021-31,50-64yr,389,1986578,34.582080341169586,TESSy COVID-19
Austria,AT,2021-32,50-64yr,664,1986578,53.005721396290504,TESSy COVID-19
Austria,AT,2021-33,50-64yr,1015,1986578,84.51719489493995,TESSy COVID-19
Austria,AT,2021-34,50-64yr,1255,1986578,114.26684479542207,TESSy COVID-19
Austria,AT,2021-35,50-64yr,1496,1986578,138.47933481594984,TESSy COVID-19
Austria,AT,2021-36,50-64yr,1939,1986578,172.91040170584793,TESSy COVID-19
Austria,AT,2021-37,50-64yr,1834,1986578,189.92458388243503,TESSy COVID-19
Austria,AT,2021-38,50-64yr,1638,1986578,174.77290093819624,TESSy COVID-19
Austria,AT,2021-39,50-64yr,1758,1986578,170.94722683931866,TESSy COVID-19
Austria,AT,2021-40,50-64yr,1930,1986578,185.64586942974302,TESSy COVID-19
Austria,AT,2021-41,50-64yr,2558,1986578,225.91612310213844,TESSy COVID-19
Austria,AT,2021-42,50-64yr,4276,1986578,344.0086419964381,TESSy COVID-19
Austria,AT,2021-43,50-64yr,6446,1986578,539.72207484428,TESSy COVID-19
Austria,AT,2021-44,50-64yr,10580,1986578,857.0516737827561,TESSy COVID-19
Austria,AT,2021-45,50-64yr,14597,1986578,1267.3552208873753,TESSy COVID-19
Austria,AT,2021-46,50-64yr,17374,1986578,1609.3503502001936,TESSy COVID-19
Austria,AT,2021-47,50-64yr,14806,1986578,1619.870953972107,TESSy COVID-19
Austria,AT,2021-48,50-64yr,8973,1986578,1196.9829525948642,TESSy COVID-19
Austria,AT,2021-49,50-64yr,5063,1986578,706.5416006821781,TESSy COVID-19
Austria,AT,2021-50,50-64yr,3310,1986578,421.47854249870886,TESSy COVID-19
Austria,AT,2021-51,50-64yr,2461,1986578,290.49954242924264,TESSy COVID-19
Austria,AT,2021-52,50-64yr,3789,1986578,314.61135681558943,TESSy COVID-19
Austria,AT,2022-01,50-64yr,9022,1986578,644.8777747463225,TESSy COVID-19
Austria,AT,2022-02,50-64yr,16515,1986578,1285.4768350399531,TESSy COVID-19
Austria,AT,2022-03,50-64yr,26077,1986578,2143.9883055183336,TESSy COVID-19
Austria,AT,2022-04,50-64yr,34647,1986578,3056.7136050031763,TESSy COVID-19
Austria,AT,2022-05,50-64yr,38364,1986578,3675.2143635940797,TESSy COVID-19
Austria,AT,2022-06,50-64yr,37319,1986578,3809.7170108598807,TESSy COVID-19
Austria,AT,2022-07,50-64yr,35000,1986578,3640.3805941674577,TESSy COVID-19
Austria,AT,2022-08,50-64yr,34236,1986578,3485.189104077464,TESSy COVID-19
Austria,AT,2022-09,50-64yr,40592,1986578,3766.678177247508,TESSy COVID-19
Austria,AT,2022-10,50-64yr,54255,1986578,4774.390937582113,TESSy COVID-19
Austria,AT,2022-11,50-64yr,62082,1986578,5856.150626856836,TESSy COVID-19
Austria,AT,2022-12,50-64yr,52210,1986578,5753.209790906775,TESSy COVID-19
Austria,AT,2022-13,50-64yr,32400,1986578,4259.082704026723,TESSy COVID-19
Austria,AT,2022-14,50-64yr,20482,1986578,2661.96444337952,TESSy COVID-19
Austria,AT,2022-15,50-64yr,14538,1986578,1762.8303545091107,TESSy COVID-19
Austria,AT,2022-16,50-64yr,10894,1986578,1280.1913642454513,TESSy COVID-19
Austria,AT,2022-17,50-64yr,8874,1986578,995.0779682448915,TESSy COVID-19
Austria,AT,2022-18,50-64yr,8066,1986578,852.7226215129735,TESSy COVID-19
Austria,AT,2022-19,50-64yr,6447,1986578,730.5527394343438,TESSy COVID-19
Austria,AT,2022-20,50-64yr,4358,1986578,543.900113662791,TESSy COVID-19
Austria,AT,2022-21,50-64yr,3437,1986578,392.38328422040314,TESSy COVID-19
Austria,AT,2022-22,50-64yr,4339,1986578,391.4268656956837,TESSy COVID-19
Austria,AT,2022-23,50-64yr,5918,1986578,516.3149898972001,TESSy COVID-19
Austria,AT,2022-24,50-64yr,8766,1986578,739.1605061568184,TESSy COVID-19
Austria,AT,2022-25,50-64yr,13338,1986578,1112.6671089682861,TESSy COVID-19
Austria,AT,2022-26,50-64yr,16743,1986578,1514.2118758991592,TESSy COVID-19
